"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 08 15:55:05 CLST 2020","Wed Jan 08 15:55:09 CLST 2020","4272","","","","","","Google Search",""
